VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,charge_freq
5YJ3E1EAXM,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,156
5YJ3E1EAXN,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,76
5YJ3E1EAXP,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,18
5YJ3E1EB0J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,309
5YJ3E1EB0K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,215
5YJ3E1EB0L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,138
5YJ3E1EB0M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,168
5YJ3E1EB0N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,348
5YJ3E1EB1J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,308
5YJ3E1EB1K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,212
5YJ3E1EB1L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,132
5YJ3E1EB1M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,164
5YJ3E1EB1N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,309
5YJ3E1EB2J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,290
5YJ3E1EB2K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,191
5YJ3E1EB2L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,158
5YJ3E1EB2M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,162
5YJ3E1EB2N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,336
5YJ3E1EB3J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,309
5YJ3E1EB3K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,227
5YJ3E1EB3L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,152
5YJ3E1EB3M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,163
5YJ3E1EB3N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,305
5YJ3E1EB4J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,314
5YJ3E1EB4K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,192
5YJ3E1EB4L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,145
5YJ3E1EB4M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,160
5YJ3E1EB4N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,323
5YJ3E1EB5J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,307
5YJ3E1EB5K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,188
5YJ3E1EB5L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,142
5YJ3E1EB5M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,175
5YJ3E1EB5N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,332
5YJ3E1EB6J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,320
5YJ3E1EB6K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,192
5YJ3E1EB6L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,175
5YJ3E1EB6M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,178
5YJ3E1EB6N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,300
5YJ3E1EB7J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,272
5YJ3E1EB7K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,185
5YJ3E1EB7L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,171
5YJ3E1EB7M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,165
5YJ3E1EB7N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,329
5YJ3E1EB7P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
5YJ3E1EB8J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,297
5YJ3E1EB8K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,184
5YJ3E1EB8L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,165
5YJ3E1EB8M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,168
5YJ3E1EB8N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,305
5YJ3E1EB9J,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,283
5YJ3E1EB9K,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,205
5YJ3E1EB9L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,149
5YJ3E1EB9M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,174
5YJ3E1EB9N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,311
5YJ3E1EBBJ,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,1
5YJ3E1EBXJ,Wa,2018,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,215,0,320
5YJ3E1EBXK,Wa,2019,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,0,236
5YJ3E1EBXL,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,322,0,152
5YJ3E1EBXM,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,164
5YJ3E1EBXN,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,337
5YJ3E1EC0L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,37
5YJ3E1EC0M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,46
5YJ3E1EC0N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,50
5YJ3E1EC0P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,9
5YJ3E1EC1L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,53
5YJ3E1EC1M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,39
5YJ3E1EC1N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,65
5YJ3E1EC1P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,9
5YJ3E1EC2L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,42
5YJ3E1EC2M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,36
5YJ3E1EC2N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,52
5YJ3E1EC2P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,10
5YJ3E1EC3L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,42
5YJ3E1EC3M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,38
5YJ3E1EC3N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,55
5YJ3E1EC3P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,11
5YJ3E1EC4L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,47
5YJ3E1EC4M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,33
5YJ3E1EC4N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,61
5YJ3E1EC4P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,9
5YJ3E1EC5L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,50
5YJ3E1EC5M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,38
5YJ3E1EC5N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,53
5YJ3E1EC5P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,11
5YJ3E1EC6L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,48
5YJ3E1EC6M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,34
5YJ3E1EC6N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,45
5YJ3E1EC6P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
5YJ3E1EC7L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,50
5YJ3E1EC7M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,29
5YJ3E1EC7N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,52
5YJ3E1EC7P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
5YJ3E1EC8L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,56
5YJ3E1EC8M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,30
5YJ3E1EC8N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,47
5YJ3E1EC8P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,8
5YJ3E1EC9L,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,36
5YJ3E1EC9M,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,45
5YJ3E1EC9N,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,44
5YJ3E1EC9P,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
5YJ3E1ECXL,Wa,2020,Tesla,Model 3,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,308,0,56
5YJ3E1ECXM,Wa,2021,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,42
5YJ3E1ECXN,Wa,2022,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,51
5YJ3E1ECXP,Wa,2023,Tesla,Model 3,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,8
5YJRE11B08,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,4
5YJRE11B18,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,2
5YJRE11B28,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,1
5YJRE11B38,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,2
5YJRE11B48,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,1
5YJRE11B58,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,2
5YJRE11B68,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,3
5YJRE11B78,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,2
5YJRE11B88,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,2
5YJRE11B98,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,2
5YJRE11BX8,Wa,2008,Tesla,Roadster,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,220,98950,2
5YJSA1AC0D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,5
5YJSA1AC1D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,2
5YJSA1AC2D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,4
5YJSA1AC3D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1AC4D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1AC5D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1AC6D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1AC7D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1AC8D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,5
5YJSA1AC9D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,3
5YJSA1ACXD,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,3
5YJSA1AG0D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,5
5YJSA1AG1D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,2
5YJSA1AG2D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,4
5YJSA1AG3D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,2
5YJSA1AG4D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,3
5YJSA1AG5D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,4
5YJSA1AG6D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,6
5YJSA1AG7D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,8
5YJSA1AG8D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,5
5YJSA1AG9D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,6
5YJSA1AGXD,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,7
5YJSA1BG1D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1BG2D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1BG3D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1BG5D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1BG7D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1BG9D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,1
5YJSA1CG0D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,6
5YJSA1CG1D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,15
5YJSA1CG2D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,10
5YJSA1CG3D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,20
5YJSA1CG4D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,8
5YJSA1CG5D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,9
5YJSA1CG6D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,9
5YJSA1CG7D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,14
5YJSA1CG8D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,11
5YJSA1CG9D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,13
5YJSA1CGXD,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,9
5YJSA1CN0C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,3
5YJSA1CN0D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,20
5YJSA1CN1C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,1
5YJSA1CN1D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,18
5YJSA1CN2C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,4
5YJSA1CN2D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,21
5YJSA1CN3C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,3
5YJSA1CN3D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,24
5YJSA1CN4C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,2
5YJSA1CN4D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,8
5YJSA1CN5C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,4
5YJSA1CN5D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,18
5YJSA1CN6C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,5
5YJSA1CN6D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,25
5YJSA1CN7C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,3
5YJSA1CN7D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,29
5YJSA1CN8C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,1
5YJSA1CN8D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,19
5YJSA1CN9C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,2
5YJSA1CN9D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,20
5YJSA1CNXC,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,2
5YJSA1CNXD,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,21
5YJSA1CP0C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,2
5YJSA1CP0D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,14
5YJSA1CP1C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,1
5YJSA1CP1D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,12
5YJSA1CP2D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,8
5YJSA1CP3C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,1
5YJSA1CP3D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,9
5YJSA1CP4C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,3
5YJSA1CP4D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,6
5YJSA1CP5D,Wa,2013,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,208,69900,9
5YJSA1CP6C,Wa,2012,Tesla,Model s,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,265,59900,2
